codigo_material,descricao,categoria,unidade_medida,preco_unitario,estoque_atual,estoque_minimo,fornecedor_principal,data_cadastro,ultima_movimentacao,status,centro_custo,ncm,localizacao_fisica,responsavel_cadastro
MAT-02630,Porca M16 em Latão,Fixação,GL,9.31,2101,192,Importadora JKL,2024-06-29,2024-09-05,Bloqueado,LOG-002,73269401,D-05-01,Pedro Souza
MAT-02631,Plástico Inox,Embalagem,RL,4.18,4661,,Metalúrgica ABC,2025-06-12,2025-10-07,Ativo,MAN-001,40169364,,Fernanda Rocha
MAT-02632,Cilindro Latão,Pneumático,CX,355.8,4191,397,Fornecedor VWX,2024-09-12,2024-12-23,Inativo,MAN-001,73181673,E-08-01,Pedro Souza
MAT-02633,Mangueira Alumínio,Hidráulico,KG,63.64,1833,,,2025-12-01,2026-05-26,Ativo,,,,Fernanda Rocha
MAT-02634,Papelão em Cobre,Embalagem,M²,1.72,946,94,,2025-10-11,2026-01-23,Ativo,MAN-001,00000000,C-16-02,Carlos Oliveira
MAT-02635,Conexão Aço,Hidráulico,KG,0.0,3911,35,,2024-11-14,2025-01-05,Ativo,ADM-001,84831670,,Fernanda Rocha
MAT-02636,Válvula Inox,Hidráulico,GL,57.65,3768,197,,2025-07-07,2025-07-29,Inativo,LOG-002,85443189,E-20-03,Paula Lima
MAT-02637,Suporte Alumínio,Acessórios,GL,6.92,4226,373,Distribuidora XYZ,2025-11-13,2026-09-05,Ativo,,73089222,,Pedro Souza
MAT-02638,Cabo 6mm² Plástico,Elétrico,CX,82.97,1601,106,Importadora JKL,2024-05-07,2025-03-09,Ativo,ADM-001,85369230,F-01-03,João Silva
MAT-02639,Anel Inox,Peças,M²,8.3,261,453,Metalúrgica ABC,2024-07-25,2025-06-28,Bloqueado,LOG-002,84841485,,Pedro Souza
MAT-02640,Papel Cobre,Escritório,RL,1.79,2084,,Fornecedor VWX,2025-07-06,2025-07-06,Bloqueado,LOG-001,85443185,B-12-04,Ricardo Alves
MAT-02641,Suporte Aço,Acessórios,GL,6.62,3856,,Comercial DEF,2024-06-19,2025-04-11,Ativo,LOG-002,73181551,D-19-05,Maria Santos
MAT-02642,módulo Inox,Eletrônico,RL,3.63,3491,217,Nacional MNO,2025-09-30,2025-11-16,Ativo,,73269382,C-01-02,Fernanda Rocha
MAT-02643,Caixa Aço,Embalagem,L,45.01,2781,,Materiais STU,2025-01-20,2025-02-03,Ativo,LOG-002,00000000,,Fernanda Rocha
MAT-02644,Anel Alumínio,Peças,RL,2.44,2212,449,Materiais STU,2025-04-10,2026-03-19,Ativo,,73089176,D-08-01,Carlos Oliveira
MAT-02645,Serra Latão,Ferramentas,M,98.41,3887,,Nacional MNO,2025-08-29,2025-10-28,Ativo,,,F-03-01,Carlos Oliveira
MAT-02646,Correia Plástico,Mecânico,PCT,6.77,4562,380,,2025-09-20,2025-11-17,Ativo,MAN-001,40169969,D-11-03,Fernanda Rocha
MAT-02647,Rolamento Plástico,Mecânico,M²,90.94,438,115,,2025-07-11,2025-10-18,Ativo,LOG-002,85369263,C-14-04,Fernanda Rocha
MAT-02648,Anel Inox,Peças,RL,54.37,3606,311,Metalúrgica ABC,2025-01-26,2025-06-01,Ativo,LOG-002,40169841,B-02-03,Ricardo Alves
MAT-02649,Mangueira PVC,Pneumático,GL,616.45,3950,,Suprimentos PQR,2025-09-26,2025-09-26,Ativo,ADM-001,,B-03-01,Ricardo Alves
MAT-02650,Arruela Plástico,Fixação,M,5.7,3035,104,Distribuidora XYZ,2025-10-21,2026-07-16,Ativo,MAN-001,85443361,A-03-03,João Silva
MAT-02651,Caneta Latão,Escritório,UN,4.22,4489,23,Fornecedor VWX,2025-06-01,2025-10-22,Ativo,,73089760,B-14-03,Paula Lima
MAT-02652,Filtro Plástico,Pneumático,RL,7.74,3957,,,2024-05-16,2024-06-30,Ativo,PRO-001,40169318,D-17-02,Fernanda Rocha
MAT-02653,Módulo PVC,Eletrônico,RL,5.33,505,423,Materiais STU,2025-01-06,2025-05-24,Bloqueado,LOG-002,73269338,A-17-01,Paula Lima
MAT-02654,Máscara Latão,EPI,RL,7.8,4877,143,Nacional MNO,2026-02-18,2026-03-26,Ativo,MAN-001,,A-19-05,Carlos Oliveira
MAT-02655,Fita Inox,Embalagem,KG,116.04,1203,382,,2025-03-16,2025-07-09,Ativo,MAN-001,84841920,E-16-03,Fernanda Rocha
MAT-02656,Porca Latão M8,Fixação,PCT,1399.61,164,,Importadora JKL,2025-02-13,2025-05-12,Ativo,ADM-001,85369261,F-19-03,Maria Santos
MAT-02657,Caneta Plástico,Escritório,GL,3.94,1819,88,,2025-12-27,2025-12-27,Ativo,LOG-001,85369179,B-02-02,Fernanda Rocha
MAT-02658,Rebite Aço,Fixação,PCT,0.0,4521,248,Materiais STU,2024-05-31,2024-12-31,Ativo,PRO-001,,E-05-04,Paula Lima
MAT-02659,Vassoura PVC,Limpeza,UN,130.83,3274,336,Materiais STU,2025-09-03,2025-09-03,Bloqueado,LOG-001,84841625,B-05-03,Ricardo Alves
MAT-02660,Bucha Aço,Mecânico,UN,3.45,1996,425,Materiais STU,2025-12-12,2025-12-12,Ativo,,73181253,B-05-01,Carlos Oliveira
MAT-02661,Catalisador Latão,Químico,UN,86.04,292,72,Distribuidora XYZ,2025-01-14,2025-01-14,Inativo,ADM-001,39269908,,João Silva
MAT-02662,Pasta Plástico,Lubrificante,RL,0.49,900,154,,2025-01-28,2025-01-28,Ativo,,85443861,B-12-01,Ricardo Alves
MAT-02663,Filtro PVC,Pneumático,PCT,947.53,889,42,,2025-10-08,2025-10-08,Ativo,MAN-001,,C-11-01,Carlos Oliveira
MAT-02664,Ácido Cobre,Químico,CX,2.71,4299,35,Nacional MNO,2025-05-17,2026-02-13,Ativo,LOG-001,85443401,B-09-02,Ricardo Alves
MAT-02665,Válvula Inox,Hidráulico,RL,2.95,3626,264,Distribuidora XYZ,2025-06-18,2025-08-11,Ativo,LOG-002,,A-07-05,Carlos Oliveira
MAT-02666,Parafuso M16 Latão,Fixação,PCT,7.88,3786,153,,2025-06-28,2025-09-06,Bloqueado,ADM-001,73181610,B-20-01,João Silva
MAT-02667,Clipe Plástico,Acessórios,PCT,88.03,3579,,,2025-04-23,2025-04-23,Inativo,PRO-001,,E-20-01,João Silva
MAT-02668,Cilindro Plástico,Pneumático,CX,9.88,2627,,,2024-10-07,2025-03-26,Ativo,MAN-002,85369834,A-08-04,Maria Santos
MAT-02669,LED Inox,Eletrônico,M,1.83,3803,404,Industrial GHI,2025-08-05,2026-03-10,Inativo,,73269363,F-18-03,Carlos Oliveira
MAT-02670,Etiqueta Latão,Embalagem,PCT,3.49,2253,341,Metalúrgica ABC,2025-04-17,2025-04-28,Ativo,PRO-001,84841970,C-08-04,Ricardo Alves
MAT-02671,LED PVC,Eletrônico,M,5.58,1761,79,,2024-07-27,2024-10-18,Ativo,MAN-001,,E-06-02,Ricardo Alves
MAT-02672,Junta Cobre,Peças,L,9.73,1811,440,,2025-02-15,2025-02-15,Bloqueado,PRO-001,39174174,,Fernanda Rocha
MAT-02673,Caixa PVC,Embalagem,KG,0.0,4328,65,Suprimentos PQR,2026-02-15,2026-02-23,Ativo,LOG-002,84831379,B-18-01,Maria Santos
MAT-02674,Sensor Cobre,Eletrônico,CX,1573.99,3083,113,Materiais STU,2024-08-14,2024-08-14,Ativo,MAN-002,84831871,B-04-03,Maria Santos
MAT-02675,Prego Alumínio,Fixação,UN,1198.67,2169,,Industrial GHI,2024-04-23,2024-04-23,Bloqueado,LOG-002,00000000,A-13-03,Ricardo Alves
MAT-02676,Desinfetante Plástico,Limpeza,M,8.36,4310,98,Suprimentos PQR,2025-05-03,2025-10-30,Bloqueado,MAN-002,39269811,,Pedro Souza
MAT-02677,"Tubo 1"" Plástico",Hidráulico,GL,8.81,3897,50,Importadora JKL,2025-12-04,2026-06-20,Ativo,LOG-002,84831326,A-13-03,Ricardo Alves
MAT-02678,Gancho Inox,Acessórios,M,7.31,518,221,Materiais STU,2025-11-01,2026-10-03,Ativo,MAN-001,73181464,E-10-04,Pedro Souza
MAT-02679,Registro PVC,Hidráulico,CX,1065.77,4828,257,,2024-08-01,2025-04-26,Bloqueado,ADM-001,73089703,,Pedro Souza
MAT-02680,LED Aço,Eletrônico,M²,140.53,923,163,Suprimentos PQR,2025-03-07,2025-08-22,Ativo,MAN-001,73269313,E-02-03,Fernanda Rocha
MAT-02681,Catalisador Plástico,Químico,L,4.37,1447,444,Industrial GHI,2024-05-30,2024-08-18,Ativo,LOG-001,85443770,C-12-02,Paula Lima
MAT-02682,Anel Latão,Peças,PCT,4.6,3993,,,2024-04-20,2024-05-25,Ativo,MAN-001,,,Ana Costa
MAT-02683,Chave Plástico,Ferramentas,RL,28.56,4564,110,Suprimentos PQR,2025-10-27,2026-07-05,Ativo,LOG-001,73269188,C-14-05,Pedro Souza
MAT-02684,Filtro Plástico,Pneumático,RL,1870.44,1892,175,Industrial GHI,2025-07-13,2026-03-23,Ativo,LOG-001,73269902,C-18-02,Paula Lima
MAT-02685,Eixo Inox,Mecânico,M²,1579.62,1021,230,Distribuidora XYZ,2025-09-14,2026-08-09,Ativo,ADM-001,39174776,E-16-05,Pedro Souza
MAT-02686,Interruptor Plástico,Elétrico,CX,69.16,1120,34,Materiais STU,2024-04-12,2024-04-12,Inativo,MAN-002,,A-05-05,Paula Lima
MAT-02687,Retentor PVC,Peças,M²,47.83,4684,131,Industrial GHI,2025-01-14,2025-02-17,Ativo,,73089425,C-01-02,Ricardo Alves
MAT-02688,Solvente Alumínio,Químico,M,4.15,1390,128,Nacional MNO,2025-10-18,2026-01-22,Ativo,LOG-002,84831774,A-14-03,Ricardo Alves
MAT-02689,Chave Latão,Ferramentas,M,5.2,3586,50,Importadora JKL,2025-08-03,2025-10-19,Ativo,MAN-001,39269130,A-15-03,Paula Lima
MAT-02690,Junta Cobre,Peças,M²,1788.42,3441,,Nacional MNO,2024-04-03,2024-05-16,Ativo,MAN-002,,B-12-02,Ana Costa
MAT-02691,Ácido Aço,Químico,CX,55.51,3110,,Metalúrgica ABC,2024-12-07,2025-03-05,Ativo,LOG-001,85369836,D-14-04,João Silva
MAT-02692,Clipe Cobre,Acessórios,UN,3.67,1212,228,Distribuidora XYZ,2025-01-24,2025-08-21,Inativo,MAN-001,00000000,F-07-02,Ricardo Alves
MAT-02693,Pasta PVC,Lubrificante,M²,1377.73,114,355,,2025-06-08,2026-01-05,Ativo,ADM-001,39269425,E-13-01,João Silva
MAT-02694,Prego Cobre,Fixação,UN,4.93,3174,333,Industrial GHI,2025-12-17,2025-12-17,Ativo,PRO-001,,F-05-04,Maria Santos
MAT-02695,Balde Alumínio,Limpeza,M,8.57,5000,,,2025-11-18,2025-12-21,Inativo,MAN-001,73181199,E-03-04,Paula Lima
MAT-02696,Caixa Aço,Embalagem,GL,49.56,2616,393,Comercial DEF,2024-12-19,2025-05-08,Ativo,MAN-001,85443802,,Carlos Oliveira
MAT-02697,Bota Latão,EPI,KG,54.03,636,115,Distribuidora XYZ,2025-11-06,2026-02-04,Ativo,LOG-001,39269433,B-16-04,Carlos Oliveira
MAT-02698,Spray Alumínio,Lubrificante,RL,43.29,760,,Fornecedor VWX,2025-03-08,2025-09-06,Inativo,PRO-001,73269212,D-07-05,Maria Santos
MAT-02699,Papelão Aço,Embalagem,M²,2.02,1410,,Distribuidora XYZ,2025-09-03,2026-01-04,Ativo,,73269124,B-07-03,Ricardo Alves
MAT-02700,Rebite PVC,Fixação,PCT,9.62,3612,,Materiais STU,2024-02-24,2024-08-24,Ativo,MAN-001,40169651,B-04-05,Fernanda Rocha
MAT-02701,Registro Cobre,Hidráulico,L,9.06,4178,288,,2024-06-04,2024-06-04,Ativo,LOG-001,,A-11-01,Ana Costa
MAT-02702,conexão PVC,Pneumático,CX,6.23,3512,,Industrial GHI,2024-04-13,2024-08-07,Bloqueado,MAN-002,84841333,C-03-02,Paula Lima
MAT-02703,Catalisador Latão,Químico,M,84.81,208,227,Nacional MNO,2025-06-24,2026-04-15,Bloqueado,,39174475,,Ricardo Alves
MAT-02704,Rolamento Latão,Peças,M,43.83,3989,242,Importadora JKL,2024-10-01,2024-10-06,Ativo,LOG-002,84831580,A-04-05,Carlos Oliveira
MAT-02705,Solvente Inox,Químico,M²,1497.9,2747,387,Fornecedor VWX,2025-12-29,2025-12-29,Bloqueado,LOG-002,85443935,A-07-01,João Silva
MAT-02706,Eixo PVC,Mecânico,CX,1897.74,2185,253,Fornecedor VWX,2025-01-13,2025-10-05,Bloqueado,,73089624,C-12-05,Fernanda Rocha
MAT-02707,Vassoura Cobre,Limpeza,KG,1760.22,709,244,Importadora JKL,2025-02-24,2025-10-13,Ativo,MAN-002,,B-08-05,Paula Lima
MAT-02708,Serra Latão,Ferramentas,M,7.64,4233,213,Suprimentos PQR,2026-02-02,2026-09-13,Ativo,LOG-002,73181121,B-06-04,Paula Lima
MAT-02709,Porca M10 Aço,Fixação,M²,617.9,1379,30,Materiais STU,2024-05-08,2024-05-09,Ativo,LOG-002,73269282,E-10-05,Paula Lima
MAT-02710,Caixa Inox,Embalagem,PCT,0.8,248,286,Importadora JKL,2024-12-03,2025-08-28,Ativo,PRO-001,84831589,,Ana Costa
MAT-02711,Máscara Plástico,EPI,L,5.72,3368,261,,2024-12-16,2025-01-04,Ativo,MAN-001,00000000,A-09-02,Maria Santos
MAT-02712,Módulo Cobre,Eletrônico,M²,8.37,4721,454,Nacional MNO,2025-08-05,2025-10-27,Ativo,LOG-001,73089884,,Pedro Souza
MAT-02713,Porca M6 PVC,Fixação,RL,868.46,2060,103,Industrial GHI,2026-01-24,2026-04-14,Ativo,LOG-002,40169936,F-05-03,Maria Santos
MAT-02714,Conexão Aço,Pneumático,RL,4.0,613,398,Materiais STU,2024-05-23,2025-01-28,Ativo,PRO-001,85443757,E-06-01,João Silva
MAT-02715,Junta Inox,Peças,M²,1.42,2790,467,Distribuidora XYZ,2025-11-09,2025-11-09,Bloqueado,PRO-001,,,Carlos Oliveira
MAT-02716,Cilindro Cobre,Pneumático,M²,8.18,3438,367,Nacional MNO,2024-03-22,2024-08-19,Ativo,MAN-002,84841382,C-16-01,Ricardo Alves
MAT-02717,Módulo Cobre,Eletrônico,GL,85.23,1754,236,,2024-03-19,2024-09-14,Ativo,PRO-001,85369225,B-03-05,Ana Costa
MAT-02718,retentor Latão,Peças,RL,1739.07,4009,336,Metalúrgica ABC,2024-03-15,2024-03-15,Bloqueado,ADM-001,,B-09-03,Paula Lima
MAT-02719,Lâmpada Latão,Elétrico,M,1941.77,1797,,Fornecedor VWX,2024-11-27,2024-11-27,Inativo,MAN-001,,E-10-05,Maria Santos
MAT-02720,Grampeador Alumínio,Escritório,M²,5.16,2226,318,Industrial GHI,2024-08-19,2024-12-04,Ativo,LOG-002,,D-17-04,João Silva
MAT-02721,Caneta Plástico,Escritório,RL,7.88,2350,177,Materiais STU,2024-03-24,2024-07-19,Ativo,LOG-001,,C-14-03,Ana Costa
MAT-02722,Parafuso M8 Inox,Fixação,CX,3.77,2119,,Comercial DEF,2024-09-24,2025-01-08,Ativo,PRO-001,00000000,A-19-03,Paula Lima
MAT-02723,Sensor Inox,Eletrônico,PCT,23.09,2074,261,Materiais STU,2024-05-02,2025-01-16,Ativo,PRO-001,73089160,D-03-01,João Silva
MAT-02724,Tomada Alumínio,Elétrico,GL,4.34,927,332,Materiais STU,2025-06-07,2026-03-10,Inativo,ADM-001,85369717,B-08-05,Ana Costa
MAT-02725,Conexão Cobre,Hidráulico,RL,5.58,1722,292,Suprimentos PQR,2024-09-24,2024-10-03,Ativo,,,B-18-04,Maria Santos
MAT-02726,Gancho Inox,Acessórios,M,54.2,4941,436,Industrial GHI,2025-02-01,2025-03-30,Ativo,LOG-002,84841693,E-17-01,Ricardo Alves
MAT-02727,Máscara Plástico,EPI,M,1.85,2874,39,Fornecedor VWX,2025-06-07,2025-08-05,Inativo,PRO-001,39174289,E-03-01,Fernanda Rocha
MAT-02728,Eixo Cobre,Mecânico,GL,9.62,1875,,Materiais STU,2024-11-30,2024-11-30,Ativo,MAN-001,84831548,C-14-05,Ana Costa
MAT-02729,Válvula Inox,Hidráulico,M²,906.49,2099,81,,2026-01-21,2026-02-20,Ativo,LOG-002,40169669,F-16-04,Ana Costa
MAT-02730,Rolamento Alumínio,Mecânico,KG,8.26,3223,51,,2025-03-02,2025-03-02,Inativo,,,B-09-04,Ricardo Alves
MAT-02731,Retentor Alumínio,Peças,L,6.64,4287,175,,2025-07-30,2025-07-30,Ativo,LOG-002,73089763,F-12-05,João Silva
MAT-02732,Prego Latão,Fixação,GL,90.94,4656,92,,2024-07-11,2025-05-20,Ativo,MAN-001,84841992,C-20-01,Pedro Souza
MAT-02733,Capacete PVC,EPI,RL,30.31,2351,497,Nacional MNO,2024-11-02,2025-02-12,Inativo,,00000000,D-19-05,Fernanda Rocha
MAT-02734,fita Inox,Embalagem,M²,3.85,692,397,Nacional MNO,2025-10-01,2025-10-01,Ativo,LOG-002,85369111,,João Silva
MAT-02735,Junta Latão,Peças,RL,6.96,4612,,Fornecedor VWX,2024-10-24,2024-11-08,Ativo,MAN-001,39269991,,João Silva
MAT-02736,Serra Latão,Ferramentas,RL,0.0,207,216,,2024-12-05,2025-07-18,Ativo,ADM-001,39269987,E-06-02,Pedro Souza
MAT-02737,Mangueira Plástico,Pneumático,M,282.24,4391,324,Importadora JKL,2025-04-03,2025-06-29,Ativo,PRO-001,84841557,D-19-05,Ana Costa
MAT-02738,conexão Alumínio,Hidráulico,CX,0.51,108,188,Suprimentos PQR,2026-01-01,2026-01-01,Ativo,MAN-002,39269521,A-03-02,Fernanda Rocha
MAT-02739,filtro Cobre,Pneumático,M,6.9,4734,,Industrial GHI,2026-01-12,2026-01-29,Ativo,MAN-001,85443658,D-17-05,Ricardo Alves
MAT-02740,Lâmpada Inox,Elétrico,GL,42.46,612,267,Nacional MNO,2024-09-24,2024-09-24,Ativo,PRO-001,84841684,A-05-04,João Silva
MAT-02741,Filtro PVC,Pneumático,GL,3.33,4518,44,Fornecedor VWX,2024-03-07,2024-03-07,Ativo,,39174461,C-15-01,Carlos Oliveira
MAT-02742,Suporte Cobre,Acessórios,M²,3.13,3866,28,Nacional MNO,2024-09-30,2025-01-04,Ativo,PRO-001,73181953,C-13-01,Pedro Souza
MAT-02743,Conexão Latão,Pneumático,KG,1790.17,1811,479,Nacional MNO,2024-05-23,2024-05-23,Ativo,MAN-002,39174956,,Paula Lima
MAT-02744,Balde Latão,Limpeza,CX,4.34,3970,285,Industrial GHI,2026-02-02,2026-09-23,Ativo,ADM-001,84841716,C-16-03,Ana Costa
MAT-02745,Etiqueta Latão,Embalagem,M,23.72,4640,384,,2025-09-21,2026-07-19,Ativo,LOG-001,85443566,D-09-04,Maria Santos
MAT-02746,Abraçadeira PVC,Acessórios,M,291.35,4758,35,,2025-04-14,2026-01-30,Ativo,,85369560,,Ana Costa
MAT-02747,Rolamento Alumínio,Peças,GL,99.7,3030,93,Industrial GHI,2025-06-13,2025-09-26,Ativo,,39269919,B-06-05,Fernanda Rocha
MAT-02748,Válvula Latão,Pneumático,CX,90.9,4525,211,Suprimentos PQR,2024-05-16,2025-04-14,Ativo,ADM-001,,,Paula Lima
MAT-02749,abraçadeira Alumínio,Acessórios,CX,0.63,758,446,Nacional MNO,2024-03-09,2024-09-16,Ativo,MAN-002,,E-02-04,Fernanda Rocha
MAT-02750,Pano Alumínio,Limpeza,KG,8.81,4256,,Distribuidora XYZ,2024-02-25,2024-02-25,Ativo,MAN-001,39174516,,Paula Lima
MAT-02751,conexão Aço,Pneumático,CX,22.74,3240,210,Suprimentos PQR,2025-11-02,2026-02-12,Ativo,,73269340,F-13-02,Fernanda Rocha
MAT-02752,Presilha Plástico,Acessórios,CX,0.55,1872,151,Importadora JKL,2024-10-03,2025-01-14,Ativo,,00000000,D-14-03,Pedro Souza
MAT-02753,Detergente Alumínio,Limpeza,KG,89.78,4494,274,Industrial GHI,2024-05-03,2024-12-22,Ativo,,73269869,B-07-01,Paula Lima
MAT-02754,Martelo Aço,Ferramentas,M,20.23,895,,,2024-05-19,2025-01-02,Ativo,MAN-002,39269404,C-15-05,Ana Costa
MAT-02755,Fita Inox,Embalagem,KG,44.22,4998,367,Suprimentos PQR,2025-09-02,2026-02-05,Ativo,PRO-001,73089933,C-07-01,Ana Costa
MAT-02756,Pasta Cobre,Escritório,RL,57.5,2518,238,Importadora JKL,2024-03-03,2024-03-03,Bloqueado,LOG-002,84831743,,Paula Lima
MAT-02757,Eixo Plástico,Mecânico,UN,55.61,1989,389,Importadora JKL,2025-03-11,2025-04-01,Ativo,ADM-001,,,Paula Lima
MAT-02758,Martelo PVC,Ferramentas,GL,2.45,4482,138,Metalúrgica ABC,2024-07-04,2024-07-04,Bloqueado,LOG-001,39174357,,Pedro Souza
MAT-02759,Capacitor Plástico,Eletrônico,CX,0.3,2944,,,2025-07-21,2025-07-21,Inativo,PRO-001,40169178,C-16-02,Ana Costa
MAT-02760,Etiqueta PVC,Embalagem,M,66.64,4151,45,Metalúrgica ABC,2024-12-15,2024-12-15,Ativo,MAN-002,,C-12-01,Pedro Souza
MAT-02761,Detergente PVC,Limpeza,CX,79.73,4445,259,Industrial GHI,2025-02-21,2025-10-14,Ativo,ADM-001,39174536,F-03-05,João Silva
MAT-02762,Capacete Alumínio,EPI,KG,58.68,4337,81,Materiais STU,2025-06-05,2026-04-09,Ativo,ADM-001,,D-01-03,Ricardo Alves
MAT-02763,Mangueira Aço,Pneumático,UN,10.23,2929,375,Distribuidora XYZ,2025-06-12,2025-06-12,Ativo,ADM-001,85369336,,Carlos Oliveira
MAT-02764,Papelão Inox,Embalagem,L,4.62,1362,115,,2024-05-11,2025-01-25,Ativo,LOG-001,40169951,B-05-04,João Silva
MAT-02765,Resistor PVC,Eletrônico,CX,85.9,1345,224,Nacional MNO,2024-07-04,2024-07-04,Ativo,,84831579,B-10-03,Maria Santos
MAT-02766,Válvula Latão,Hidráulico,PCT,47.87,3111,431,Metalúrgica ABC,2024-04-01,2024-10-27,Bloqueado,,85369361,A-11-01,Pedro Souza
MAT-02767,Caneta Aço,Escritório,PCT,81.2,4980,324,,2024-03-10,2024-07-20,Inativo,MAN-001,,B-12-03,Carlos Oliveira
MAT-02768,Rolamento Plástico,Mecânico,L,593.53,2949,445,Materiais STU,2026-01-13,2026-01-31,Ativo,ADM-001,00000000,E-19-02,Carlos Oliveira
MAT-02769,Sensor PVC,Eletrônico,CX,614.49,3647,244,Nacional MNO,2025-12-20,2026-01-01,Ativo,ADM-001,73089789,,Ana Costa
MAT-02770,Bota Plástico,EPI,CX,0.68,657,386,Metalúrgica ABC,2025-08-15,2025-08-15,Ativo,LOG-002,00000000,F-17-04,Paula Lima
MAT-02771,Spray em Inox,Lubrificante,GL,81.35,2363,,Nacional MNO,2025-07-23,2025-10-20,Ativo,ADM-001,39174632,B-18-02,Paula Lima
MAT-02772,Tomada Inox,Elétrico,CX,9.33,2782,98,Distribuidora XYZ,2025-02-08,2025-03-18,Ativo,MAN-002,39174970,,Carlos Oliveira
MAT-02773,Reagente Aço,Químico,RL,4.21,863,18,Fornecedor VWX,2025-06-07,2025-06-07,Ativo,LOG-001,85443283,A-05-02,Paula Lima
MAT-02774,Capacitor Aço,Eletrônico,PCT,2.32,1564,88,Fornecedor VWX,2025-11-06,2025-11-23,Ativo,LOG-002,85443519,B-05-04,Carlos Oliveira
MAT-02775,Alicate PVC,Ferramentas,RL,1327.4,2184,174,,2025-04-27,2025-11-13,Bloqueado,,73089612,A-03-01,Paula Lima
MAT-02776,Óleo Inox,Lubrificante,GL,27.61,1432,371,Suprimentos PQR,2024-06-13,2024-09-13,Inativo,ADM-001,73181312,B-13-05,Ana Costa
MAT-02777,alicate Plástico,Ferramentas,M,1436.09,820,191,,2026-01-19,2026-08-22,Bloqueado,,85443745,,Ana Costa
MAT-02778,LED Aço,Eletrônico,M,1262.72,4375,231,Fornecedor VWX,2024-12-11,2025-10-04,Ativo,LOG-001,85369812,E-14-04,Ricardo Alves
MAT-02779,Balde Alumínio,Limpeza,GL,9.99,1010,464,Importadora JKL,2024-07-18,2024-12-13,Ativo,,84841277,B-03-05,João Silva
MAT-02780,Arruela Aço,Fixação,KG,92.15,4257,399,Suprimentos PQR,2025-10-01,2025-11-20,Ativo,,,D-02-02,Ricardo Alves
MAT-02781,Bucha Plástico,Mecânico,GL,58.54,2200,118,Distribuidora XYZ,2024-12-06,2024-12-20,Ativo,PRO-001,39174463,A-10-05,Pedro Souza
MAT-02782,Anel Latão,Peças,PCT,6.88,2377,,Industrial GHI,2024-11-08,2024-11-08,Bloqueado,MAN-002,84841778,A-07-01,Carlos Oliveira
MAT-02783,Etiqueta em Plástico,Embalagem,GL,50.62,1548,,Fornecedor VWX,2025-03-22,2025-05-11,Ativo,LOG-001,40169680,C-11-02,Maria Santos
MAT-02784,Lâmpada Plástico,Elétrico,UN,8.96,880,292,Metalúrgica ABC,2025-03-07,2026-01-29,Ativo,,84841917,C-04-03,João Silva
MAT-02785,Módulo PVC,Eletrônico,M,0.0,2234,376,Comercial DEF,2025-12-24,2026-04-20,Ativo,MAN-002,40169173,,Pedro Souza
MAT-02786,Plástico Cobre,Embalagem,M,7.42,1460,156,,2025-10-08,2025-10-08,Ativo,LOG-002,40169126,,Pedro Souza
MAT-02787,Base Inox,Químico,M,7.02,3278,,Nacional MNO,2024-05-20,2024-12-14,Inativo,ADM-001,85443119,E-04-05,Maria Santos
MAT-02788,Tomada Latão,Elétrico,PCT,94.22,1307,,Fornecedor VWX,2025-09-20,2025-09-20,Ativo,LOG-001,,D-19-01,Ricardo Alves
MAT-02789,Pasta Latão,Escritório,CX,0.84,2798,342,Industrial GHI,2025-06-16,2025-06-16,Ativo,PRO-001,73269308,B-16-05,Fernanda Rocha
MAT-02790,Rebite Aço,Fixação,M,53.07,2831,291,Materiais STU,2024-08-28,2024-10-21,Bloqueado,,85369241,A-04-03,Ana Costa
MAT-02791,"Tubo 3/4"" Aço",Hidráulico,L,44.45,3405,149,Materiais STU,2025-07-06,2025-10-03,Ativo,LOG-001,84841465,A-20-04,Ana Costa
MAT-02792,Balde Latão,Limpeza,M²,883.28,3541,111,Distribuidora XYZ,2025-05-02,2025-05-02,Ativo,LOG-002,40169808,E-04-02,Maria Santos
MAT-02793,LED Inox,Eletrônico,PCT,17.92,3284,166,,2025-01-29,2025-02-08,Ativo,LOG-001,,B-06-05,Carlos Oliveira
MAT-02794,Válvula Cobre,Hidráulico,M²,3.28,1531,,Materiais STU,2025-10-04,2025-11-09,Ativo,,39174463,D-15-03,Ana Costa
MAT-02795,pasta Inox,Escritório,UN,3.94,53,498,Suprimentos PQR,2025-07-12,2025-10-02,Ativo,MAN-001,40169141,B-10-03,Fernanda Rocha
MAT-02796,luva G Plástico,EPI,M,1305.35,1552,343,,2025-07-29,2025-08-18,Ativo,PRO-001,73269228,D-20-04,Ana Costa
MAT-02797,Vedação Inox,Peças,L,1.96,3327,494,,2024-12-27,2025-03-04,Inativo,,39174621,F-16-05,Ricardo Alves
MAT-02798,Plástico Plástico,Embalagem,L,56.24,1593,,,2024-04-20,2024-07-15,Ativo,MAN-002,84831893,E-18-02,Maria Santos
MAT-02799,Rolamento Inox,Peças,PCT,4.89,4939,,Suprimentos PQR,2024-11-17,2024-11-17,Ativo,ADM-001,,C-15-03,Ricardo Alves
MAT-02800,Chave Latão,Ferramentas,M²,3.33,1230,213,Metalúrgica ABC,2024-12-25,2025-01-23,Ativo,ADM-001,85369679,C-13-01,Pedro Souza
MAT-02801,Óleo Alumínio,Lubrificante,PCT,1877.7,1390,327,Industrial GHI,2025-11-29,2026-06-05,Ativo,ADM-001,73089443,A-14-05,João Silva
