codigo_material,descricao,categoria,caminho,n_erros,n_alertas,erros,alertas
MAT-02929,Prego Inox,Fixação,CAMINHO_2,0,1,,Sem fornecedor
MAT-02930,Base Alumínio,Químico,CAMINHO_1,0,0,,
MAT-02931,Cabo Alumínio 10mm²,Elétrico,CAMINHO_1,0,0,,
MAT-02932,Reagente em Plástico,Químico,CAMINHO_1,0,0,,
MAT-02933,Gancho em Plástico,Acessórios,CAMINHO_2,0,1,,Parado 426 dias
MAT-02934,Prego Aço,Fixação,REJEITADO,1,1,NCM vazio,Parado 513 dias
MAT-02935,Papelão Cobre,Embalagem,REJEITADO,1,1,NCM vazio,Parado 395 dias
MAT-02936,Óleo Aço,Lubrificante,CAMINHO_2,0,1,,Parado 436 dias
MAT-02937,desinfetante Plástico,Limpeza,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Preco alto: R$1727.43 (revisar)
MAT-02938,Anel Latão,Peças,REJEITADO,1,0,Preco zerado,
MAT-02939,Capacitor Aço,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Parado 640 dias
MAT-02940,Capacitor Latão,Eletrônico,CAMINHO_1,0,0,,
MAT-02941,Filtro Plástico,Pneumático,CAMINHO_1,0,0,,
MAT-02942,Martelo Latão,Ferramentas,CAMINHO_2,0,1,,Parado 525 dias
MAT-02943,Rolamento Plástico,Peças,CAMINHO_2,0,1,,Parado 529 dias
MAT-02944,Fita Aço,Embalagem,CAMINHO_1,0,0,,
MAT-02945,Interruptor Aço,Elétrico,CAMINHO_1,0,0,,
MAT-02946,Vassoura Latão,Limpeza,CAMINHO_1,0,0,,
MAT-02947,Serra em Latão,Ferramentas,REJEITADO,1,1,NCM vazio,Preco alto: R$1659.36 (revisar)
MAT-02948,Óculos Inox,EPI,CAMINHO_3,0,3,,Sem estoque minimo; Preco alto: R$1567.79 (revisar); Parado 532 dias
MAT-02949,Etiqueta Latão,Embalagem,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-02950,Tomada PVC,Elétrico,CAMINHO_2,0,1,,Parado 606 dias
MAT-02951,Pasta Cobre,Escritório,CAMINHO_2,0,1,,Parado 618 dias
MAT-02952,Grampeador Inox,Escritório,CAMINHO_2,0,1,,Parado 381 dias
MAT-02953,Martelo Cobre,Ferramentas,CAMINHO_1,0,0,,
MAT-02954,Rebite Alumínio,Fixação,CAMINHO_2,0,1,,Parado 379 dias
MAT-02955,Máscara Latão,EPI,CAMINHO_2,0,1,,Parado 573 dias
MAT-02956,Pasta em Plástico,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02957,Rolamento PVC,Peças,REJEITADO,1,1,Preco zerado,Parado 404 dias
MAT-02958,Válvula PVC,Hidráulico,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 383 dias
MAT-02959,Abraçadeira Aço,Acessórios,CAMINHO_2,0,1,,Parado 572 dias
MAT-02960,Presilha Aço,Acessórios,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 492 dias
MAT-02961,Plástico Cobre,Embalagem,CAMINHO_1,0,0,,
MAT-02962,Conexão Plástico,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-02963,Cabo 6mm² Alumínio,Elétrico,CAMINHO_1,0,0,,
MAT-02964,Capacitor Plástico,Eletrônico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02965,Balde Cobre,Limpeza,CAMINHO_2,0,1,,Sem fornecedor
MAT-02966,Porca M8 Cobre,Fixação,CAMINHO_1,0,0,,
MAT-02967,Prego PVC,Fixação,CAMINHO_1,0,0,,
MAT-02968,Óleo Cobre,Lubrificante,CAMINHO_3,0,2,,Preco alto: R$1666.06 (revisar); Parado 616 dias
MAT-02969,Plástico Latão,Embalagem,CAMINHO_1,0,0,,
MAT-02970,Pasta Cobre,Escritório,REJEITADO,1,0,NCM vazio,
MAT-02971,Interruptor Plástico,Elétrico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02972,Correia Plástico,Mecânico,CAMINHO_1,0,0,,
MAT-02973,Óculos Plástico,EPI,CAMINHO_1,0,0,,
MAT-02974,Cilindro Aço,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02975,Óleo Inox,Lubrificante,REJEITADO,1,3,NCM vazio,Sem fornecedor; Sem estoque minimo; Parado 517 dias
MAT-02976,Fita Plástico,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02977,Correia Latão,Mecânico,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1589.03 (revisar)
MAT-02978,Spray Inox,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-02979,Válvula Plástico,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-02980,Martelo Plástico,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02981,Bota Cobre,EPI,REJEITADO,1,0,NCM vazio,
MAT-02982,Rolamento Inox,Mecânico,CAMINHO_2,0,1,,Parado 633 dias
MAT-02983,Máscara Alumínio,EPI,CAMINHO_1,0,0,,
MAT-02984,Óleo Alumínio,Lubrificante,CAMINHO_2,0,1,,Parado 371 dias
MAT-02985,Spray Cobre,Lubrificante,CAMINHO_1,0,0,,
MAT-02986,Conexão Plástico,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-02987,Grampeador Inox,Escritório,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 470 dias
MAT-02988,Caixa Inox,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Parado 472 dias
MAT-02989,Solvente Plástico,Químico,CAMINHO_3,0,2,,Sem fornecedor; Parado 394 dias
MAT-02990,"cabo 2,5mm² Plástico",Elétrico,CAMINHO_1,0,0,,
MAT-02991,Catalisador Latão,Químico,REJEITADO,1,3,NCM vazio,Sem fornecedor; Sem estoque minimo; Parado 421 dias
MAT-02992,"Tubo 2"" Aço",Hidráulico,CAMINHO_3,0,2,,Sem fornecedor; Parado 695 dias
MAT-02993,Spray Inox,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-02994,Conexão Cobre,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-02995,Rebite Latão,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02996,Vedação Latão,Peças,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02997,Capacete PVC,EPI,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02998,"Tubo 1"" Cobre",Hidráulico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02999,Engrenagem Inox,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-03000,Alicate Latão,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,PANO PLÁSTICO,Limpeza,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-06001,PASTA PLÁSTICO,Escritório,CAMINHO_2,0,1,,Parado 539 dias
MAT-06001,Fluido Aço,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,CAPACITOR AÇO,Eletrônico,CAMINHO_1,0,0,,
MAT-06001,PASTA LATÃO,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Caneta Inox,Escritório,REJEITADO,1,1,NCM vazio,Parado 385 dias
MAT-06001,DETERGENTE ALUMÍNIO,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Parado 463 dias
MAT-06001,FURADEIRA PVC,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,Interruptor Alumínio,Elétrico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-06001,MANGUEIRA PLÁSTICO,Hidráulico,CAMINHO_1,0,0,,
MAT-06001,BUCHA AÇO,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-06001,Serra Alumínio,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-06001,ALICATE EM LATÃO,Ferramentas,CAMINHO_1,0,0,,
MAT-06001,RETENTOR COBRE,Peças,CAMINHO_1,0,0,,
MAT-06001,Reagente Plástico,Químico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-06001,Capacete Aço,EPI,CAMINHO_2,0,1,,Parado 666 dias
MAT-06001,Fluido Latão,Lubrificante,REJEITADO,1,0,Preco zerado,
MAT-06001,Luva M Latão,EPI,REJEITADO,1,0,NCM vazio,
MAT-06001,BUCHA PLÁSTICO,Mecânico,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 435 dias
MAT-06001,Papel Inox,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,ÓCULOS COBRE,EPI,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-06001,Graxa Latão,Lubrificante,CAMINHO_1,0,0,,
MAT-06001,Chave PVC,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Filtro PVC,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,Registro Alumínio,Hidráulico,CAMINHO_1,0,0,,
MAT-06001,Solvente Alumínio,Químico,CAMINHO_1,0,0,,
MAT-06001,GRAMPEADOR LATÃO,Escritório,CAMINHO_1,0,0,,
MAT-06001,PAPEL AÇO,Escritório,CAMINHO_2,0,1,,Parado 394 dias
MAT-06001,Fita Aço,Embalagem,CAMINHO_1,0,0,,
MAT-06001,FLUIDO ALUMÍNIO,Lubrificante,CAMINHO_2,0,1,,Parado 436 dias
MAT-06001,GANCHO LATÃO,Acessórios,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-06001,DETERGENTE PVC,Limpeza,CAMINHO_1,0,0,,
MAT-06001,plástico Cobre,Embalagem,REJEITADO,1,2,NCM vazio,Preco alto: R$1686.39 (revisar); Parado 428 dias
MAT-06001,Reagente Aço,Químico,CAMINHO_2,0,1,,Parado 495 dias
MAT-06001,Caixa Plástico,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-06001,BUCHA LATÃO,Mecânico,REJEITADO,1,1,NCM vazio,Parado 592 dias
MAT-06001,Caneta Plástico,Escritório,CAMINHO_1,0,0,,
MAT-06001,Eixo Aço,Mecânico,CAMINHO_3,0,2,,Sem estoque minimo; Preco alto: R$1751.10 (revisar)
MAT-06001,CANETA PVC,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,LED PLÁSTICO,Eletrônico,CAMINHO_1,0,0,,
MAT-06001,Catalisador Latão,Químico,REJEITADO,1,0,NCM vazio,
MAT-06001,BOTA ALUMÍNIO,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,Presilha PVC,Acessórios,CAMINHO_2,0,1,,Parado 460 dias
MAT-06001,FITA PLÁSTICO,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-06001,ÓCULOS COBRE,EPI,CAMINHO_3,0,2,,Sem estoque minimo; Preco alto: R$1795.52 (revisar)
MAT-06001,Filtro PVC,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Rebite PVC,Fixação,REJEITADO,1,0,NCM vazio,
MAT-06001,DESINFETANTE PVC,Limpeza,REJEITADO,1,1,NCM vazio,Parado 517 dias
MAT-06001,TOMADA PVC,Elétrico,CAMINHO_1,0,0,,
MAT-06001,Óculos Plástico,EPI,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Interruptor Aço,Elétrico,CAMINHO_2,0,1,,Parado 601 dias
MAT-06001,DESINFETANTE INOX,Limpeza,CAMINHO_1,0,0,,
MAT-06001,Tomada Latão,Elétrico,CAMINHO_1,0,0,,
MAT-06001,Conexão Aço,Pneumático,REJEITADO,1,1,NCM vazio,Parado 643 dias
MAT-06001,Abraçadeira Plástico,Acessórios,CAMINHO_2,0,1,,Preco alto: R$1918.32 (revisar)
MAT-06001,PANO COBRE,Limpeza,CAMINHO_1,0,0,,
MAT-06001,Catalisador Inox,Químico,CAMINHO_2,0,1,,Parado 402 dias
MAT-06001,REAGENTE AÇO,Químico,REJEITADO,1,0,NCM vazio,
MAT-06001,Conexão Plástico,Hidráulico,CAMINHO_1,0,0,,
MAT-06001,MARTELO PVC,Ferramentas,CAMINHO_1,0,0,,
MAT-06001,"Tubo 3/4"" PVC",Hidráulico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-06001,Rolamento PVC,Mecânico,CAMINHO_1,0,0,,
MAT-06001,GANCHO PLÁSTICO,Acessórios,CAMINHO_1,0,0,,
MAT-06001,CONEXÃO PVC,Hidráulico,CAMINHO_2,0,1,,Parado 523 dias
MAT-06001,GRAXA ALUMÍNIO,Lubrificante,CAMINHO_1,0,0,,
MAT-06001,TOMADA PVC,Elétrico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,vedação Inox,Peças,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,MANGUEIRA PVC,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-06001,CORREIA PVC,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-06001,Clips Latão,Escritório,CAMINHO_1,0,0,,
MAT-06001,Capacete Cobre,EPI,CAMINHO_2,0,1,,Parado 456 dias
MAT-06001,ANEL PLÁSTICO,Peças,CAMINHO_1,0,0,,
MAT-06001,pasta Latão,Escritório,REJEITADO,1,0,NCM vazio,
MAT-06001,MÁSCARA COBRE,EPI,CAMINHO_2,0,1,,Parado 533 dias
MAT-06001,FITA ALUMÍNIO,Embalagem,REJEITADO,1,1,NCM vazio,Parado 384 dias
MAT-06001,REBITE AÇO,Fixação,CAMINHO_2,0,1,,Parado 495 dias
MAT-06001,ENGRENAGEM INOX,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,Tomada Cobre,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Parado 424 dias
MAT-06001,"Cabo 2,5mm² em Latão",Elétrico,CAMINHO_1,0,0,,
MAT-06001,Vassoura Cobre,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-06001,CAPACETE LATÃO,EPI,CAMINHO_2,0,1,,Parado 463 dias
MAT-06001,Junta Alumínio,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,PASTA COBRE,Lubrificante,REJEITADO,1,1,NCM vazio,Parado 597 dias
MAT-06001,ROLAMENTO ALUMÍNIO,Peças,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Fluido Cobre,Lubrificante,CAMINHO_2,0,1,,Parado 623 dias
MAT-06001,Caixa Plástico,Embalagem,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-06001,CANETA ALUMÍNIO,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,FURADEIRA AÇO,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-06001,VÁLVULA EM PVC,Hidráulico,CAMINHO_2,0,1,,Parado 599 dias
MAT-06001,Papel PVC,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,Grampeador Inox,Escritório,CAMINHO_3,0,2,,Sem estoque minimo; Parado 381 dias
MAT-06001,Martelo PVC,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Resistor PVC,Eletrônico,REJEITADO,1,0,NCM vazio,
MAT-06001,Prego Cobre,Fixação,REJEITADO,1,1,NCM vazio,Preco alto: R$1717.52 (revisar)
MAT-06001,ÓCULOS INOX,EPI,REJEITADO,1,0,NCM vazio,
MAT-06001,Fluido Inox,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-06001,Filtro PVC,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-06001,PLÁSTICO INOX,Embalagem,CAMINHO_1,0,0,,
MAT-06001,Óculos Plástico,EPI,CAMINHO_2,0,1,,Parado 696 dias
MAT-06001,PLÁSTICO PVC,Embalagem,CAMINHO_3,0,2,,Sem estoque minimo; Parado 527 dias
MAT-06001,FILTRO PLÁSTICO,Pneumático,CAMINHO_3,0,2,,Sem fornecedor; Parado 453 dias
MAT-06001,CLIPS PVC,Escritório,CAMINHO_2,0,1,,Parado 372 dias
MAT-06001,Óleo Aço,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-06001,Papel Latão,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,REGISTRO INOX,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Fita Aço,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-06001,LED PLÁSTICO,Eletrônico,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,CAIXA PLÁSTICO,Embalagem,CAMINHO_1,0,0,,
MAT-06001,JUNTA ALUMÍNIO,Peças,CAMINHO_1,0,0,,
MAT-06001,PASTA ALUMÍNIO,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-06001,Bucha PVC,Mecânico,CAMINHO_3,0,2,,Sem fornecedor; Parado 483 dias
MAT-06001,LED Alumínio,Eletrônico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-06001,Anel Inox,Peças,CAMINHO_1,0,0,,
MAT-06001,Papel Latão,Escritório,CAMINHO_2,0,1,,Parado 644 dias
MAT-06001,GRAMPEADOR ALUMÍNIO,Escritório,CAMINHO_1,0,0,,
MAT-06001,MANGUEIRA PVC,Pneumático,CAMINHO_2,0,1,,Parado 469 dias
MAT-06001,Alicate Alumínio,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Parado 435 dias
MAT-06001,Cilindro PVC,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-06001,Pasta Aço,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,Óleo Inox,Lubrificante,CAMINHO_2,0,1,,Parado 683 dias
MAT-06001,CONEXÃO ALUMÍNIO,Pneumático,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-06001,Graxa PVC,Lubrificante,CAMINHO_2,0,1,,Parado 564 dias
MAT-06001,REBITE EM PVC,Fixação,REJEITADO,1,0,NCM vazio,
MAT-06001,Resistor Latão,Eletrônico,CAMINHO_2,0,1,,Parado 492 dias
MAT-06001,Óleo Plástico,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Parado 460 dias
MAT-06001,SUPORTE PVC,Acessórios,CAMINHO_3,0,2,,Sem estoque minimo; Parado 457 dias
MAT-06001,Pano Cobre,Limpeza,CAMINHO_1,0,0,,
MAT-06001,CAPACETE EM PLÁSTICO,EPI,CAMINHO_1,0,0,,
MAT-06001,PLÁSTICO LATÃO,Embalagem,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,LED Inox,Eletrônico,CAMINHO_3,0,2,,Sem fornecedor; Parado 419 dias
MAT-06001,VÁLVULA AÇO,Pneumático,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-06001,BUCHA LATÃO,Mecânico,CAMINHO_1,0,0,,
MAT-06001,Lâmpada Alumínio,Elétrico,CAMINHO_2,0,1,,Parado 715 dias
MAT-06001,Etiqueta Plástico,Embalagem,CAMINHO_1,0,0,,
MAT-06001,RETENTOR INOX,Peças,CAMINHO_2,0,1,,Parado 425 dias
MAT-06001,Caneta Plástico,Escritório,REJEITADO,1,1,NCM vazio,Parado 540 dias
MAT-06001,Resistor Inox,Eletrônico,CAMINHO_1,0,0,,
MAT-06001,FITA INOX,Embalagem,CAMINHO_1,0,0,,
MAT-06001,ALICATE PLÁSTICO,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-06001,Tomada PVC,Elétrico,CAMINHO_1,0,0,,
MAT-06001,CAPACETE ALUMÍNIO,EPI,CAMINHO_3,0,2,,Sem estoque minimo; Parado 641 dias
MAT-06001,VÁLVULA COBRE,Hidráulico,CAMINHO_1,0,0,,
MAT-06001,Alicate Latão,Ferramentas,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,CLIPE INOX,Acessórios,REJEITADO,1,2,NCM vazio,Sem fornecedor; Preco alto: R$1884.76 (revisar)
MAT-06001,Porca M8 Cobre,Fixação,REJEITADO,1,0,NCM vazio,
MAT-06001,BASE PLÁSTICO,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Óculos Cobre,EPI,CAMINHO_3,0,2,,Sem fornecedor; Parado 368 dias
MAT-06001,Conexão PVC,Pneumático,CAMINHO_2,0,1,,Parado 417 dias
MAT-06001,Cabo 4mm² Plástico,Elétrico,CAMINHO_1,0,0,,
MAT-06001,Plástico Inox,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,Desinfetante em Latão,Limpeza,CAMINHO_2,0,1,,Parado 618 dias
MAT-06001,Luva XG Latão,EPI,CAMINHO_2,0,1,,Parado 474 dias
MAT-06001,CABO 6MM² PVC,Elétrico,CAMINHO_1,0,0,,
MAT-06001,Luva GG Plástico,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,FITA ALUMÍNIO,Embalagem,CAMINHO_1,0,0,,
MAT-06001,Chave Plástico,Ferramentas,CAMINHO_1,0,0,,
MAT-06001,Martelo Latão,Ferramentas,CAMINHO_2,0,1,,Parado 450 dias
MAT-06001,"Tubo 1.1/4"" Aço",Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,INTERRUPTOR LATÃO,Elétrico,REJEITADO,1,1,Preco zerado,Parado 513 dias
MAT-06001,Spray Latão,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,PASTA PLÁSTICO,Lubrificante,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 396 dias
MAT-06001,REGISTRO COBRE,Hidráulico,CAMINHO_2,0,1,,Parado 660 dias
MAT-06001,LED ALUMÍNIO,Eletrônico,CAMINHO_2,0,1,,Parado 375 dias
MAT-06001,INTERRUPTOR AÇO,Elétrico,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,Conexão Cobre,Hidráulico,CAMINHO_1,0,0,,
MAT-06001,Caixa Aço,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-06001,Válvula PVC,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-06001,SPRAY ALUMÍNIO,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-06001,Resistor Cobre,Eletrônico,REJEITADO,1,0,NCM vazio,
MAT-06001,CAIXA LATÃO,Embalagem,CAMINHO_3,0,2,,Sem estoque minimo; Parado 487 dias
MAT-06001,Serra Latão,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,CORREIA COBRE,Mecânico,CAMINHO_1,0,0,,
MAT-06001,"TUBO 3/4"" PLÁSTICO",Hidráulico,CAMINHO_1,0,0,,
MAT-06001,MANGUEIRA LATÃO,Hidráulico,CAMINHO_1,0,0,,
MAT-06001,Chave Inox,Ferramentas,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-06001,Vedação Alumínio,Peças,CAMINHO_3,0,2,,Sem estoque minimo; Parado 436 dias
MAT-06001,Balde Latão,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Parado 547 dias
MAT-06001,CILINDRO ALUMÍNIO,Pneumático,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 561 dias
MAT-06001,DETERGENTE COBRE,Limpeza,CAMINHO_1,0,0,,
MAT-06001,ETIQUETA INOX,Embalagem,REJEITADO,1,1,NCM vazio,Parado 402 dias
MAT-06001,BASE PLÁSTICO,Químico,REJEITADO,1,1,NCM vazio,Parado 624 dias
MAT-06001,SERRA LATÃO,Ferramentas,REJEITADO,2,1,NCM vazio; Preco zerado,Parado 471 dias
MAT-06001,retentor Plástico,Peças,CAMINHO_1,0,0,,
MAT-06001,Fluido Cobre,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-06001,Fluido PVC,Lubrificante,REJEITADO,1,1,NCM vazio,Parado 668 dias
MAT-06001,LED Inox,Eletrônico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 420 dias
MAT-06001,Papel Plástico,Escritório,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-06001,CILINDRO PVC,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,PASTA ALUMÍNIO,Escritório,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-06001,Capacete Inox,EPI,REJEITADO,1,2,Preco zerado,Sem estoque minimo; Parado 391 dias
MAT-06001,Clips Latão,Escritório,REJEITADO,1,1,NCM vazio,Parado 381 dias
MAT-06001,PASTA INOX,Escritório,CAMINHO_1,0,0,,
MAT-06001,Pano Plástico,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-06001,Mangueira Cobre,Pneumático,CAMINHO_2,0,1,,Parado 381 dias
MAT-06001,PAPEL EM ALUMÍNIO,Escritório,CAMINHO_2,0,1,,Parado 476 dias
MAT-06001,Papel Cobre,Escritório,CAMINHO_1,0,0,,
MAT-06001,MÓDULO PVC,Eletrônico,REJEITADO,1,0,NCM vazio,
MAT-06001,Prego Alumínio,Fixação,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 676 dias
MAT-06001,Reagente Aço,Químico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,SOLVENTE INOX,Químico,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 633 dias
MAT-06001,Detergente Aço,Limpeza,CAMINHO_2,0,1,,Parado 578 dias
MAT-06001,Solvente Alumínio,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-06001,ETIQUETA PLÁSTICO,Embalagem,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,REGISTRO AÇO,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,PARAFUSO M12 AÇO,Fixação,REJEITADO,1,1,Preco zerado,Parado 588 dias
MAT-06001,Retentor Inox,Peças,CAMINHO_2,0,1,,Parado 496 dias
MAT-06001,Mangueira Aço,Pneumático,REJEITADO,1,1,NCM vazio,Parado 394 dias
MAT-06001,SERRA ALUMÍNIO,Ferramentas,REJEITADO,1,1,Preco zerado,Sem fornecedor
MAT-06001,Mangueira Cobre,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-06001,CHAVE LATÃO,Ferramentas,REJEITADO,1,2,NCM vazio,Sem fornecedor; Preco alto: R$1849.19 (revisar)
MAT-06001,Rolamento Inox,Mecânico,CAMINHO_1,0,0,,
MAT-06001,luva XG Alumínio,EPI,CAMINHO_1,0,0,,
MAT-06001,Rolamento PVC,Peças,CAMINHO_3,0,2,,Sem estoque minimo; Parado 404 dias
MAT-06001,DISJUNTOR ALUMÍNIO,Elétrico,CAMINHO_3,0,2,,Preco alto: R$1816.54 (revisar); Parado 442 dias
MAT-06001,SUPORTE LATÃO,Acessórios,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 437 dias
MAT-06001,MANGUEIRA PLÁSTICO,Hidráulico,CAMINHO_1,0,0,,
MAT-06001,DISJUNTOR AÇO,Elétrico,CAMINHO_1,0,0,,
MAT-06001,Correia Alumínio,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-06001,Filtro Alumínio,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-06001,PANO INOX,Limpeza,CAMINHO_1,0,0,,
MAT-06001,CAPACITOR COBRE,Eletrônico,CAMINHO_1,0,0,,
MAT-06001,PASTA PVC,Escritório,CAMINHO_1,0,0,,
MAT-06001,ÓCULOS PVC,EPI,CAMINHO_1,0,0,,
MAT-06001,correia Alumínio,Mecânico,CAMINHO_2,0,1,,Parado 432 dias
MAT-06001,Solvente Plástico,Químico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-06001,PRESILHA ALUMÍNIO,Acessórios,CAMINHO_1,0,0,,
MAT-06001,PASTA ALUMÍNIO,Escritório,CAMINHO_1,0,0,,
MAT-06001,CHAVE LATÃO,Ferramentas,CAMINHO_3,0,2,,Sem estoque minimo; Parado 401 dias
MAT-06001,Pasta Plástico,Escritório,CAMINHO_2,0,1,,Parado 614 dias
