codigo_material,descricao,categoria,estoque_sistema,estoque_fisico,divergencia_qtd,divergencia_perc,divergencia_valor,score_acuracidade,classe_acuracidade,valor_estoque,valor_estoque_fisico
MAT-02020,Reagente Aço,Químico,1641,1648,7,0.43,1.4000000000000001,99.57,A,328.20000000000005,329.6
MAT-06001,DETERGENTE PVC,Limpeza,4445,4464,19,0.43,1530.9627517589322,99.57,A,358164.7069246555,359695.6696764144
MAT-01387,Grampeador Plástico,Escritório,2105,2096,-9,-0.43,-3112.7400000000002,99.57,A,728035.3,724922.56
MAT-01824,Fluido Aço,Lubrificante,4024,4007,-17,-0.42,-44.03,99.58,A,10422.16,10378.13
MAT-01511,Ácido PVC,Químico,3557,3542,-15,-0.42,-36.45,99.58,A,8643.51,8607.060000000001
MAT-00330,Cilindro PVC,Pneumático,3851,3867,16,0.42,0.0,99.58,A,0.0,0.0
MAT-01388,Fluido Latão,Lubrificante,4334,4316,-18,-0.42,-17490.239999999998,99.58,A,4211261.12,4193770.88
MAT-02471,Válvula Plástico,Hidráulico,3541,3526,-15,-0.42,-101.25,99.58,A,23901.75,23800.5
MAT-02805,pasta Inox,Escritório,2131,2122,-9,-0.42,-336.68999999999994,99.58,A,79720.70999999999,79384.01999999999
MAT-02669,LED Inox,Eletrônico,3803,3819,16,0.42,29.28,99.58,A,6959.490000000001,6988.77
MAT-00207,Vedação Latão,Peças,2409,2419,10,0.42,96.5,99.58,A,23246.850000000002,23343.350000000002
MAT-01192,Cilindro Inox,Pneumático,1426,1420,-6,-0.42,-29.400000000000002,99.58,A,6987.400000000001,6958.000000000001
MAT-06001,CLIPE INOX,Acessórios,1434,1428,-6,-0.42,-11308.542419422272,99.58,A,2702741.638241923,2691433.0958225005
MAT-01691,Junta Alumínio,Peças,480,478,-2,-0.42,-1338.68,99.58,A,321283.2,319944.52
MAT-02505,Interruptor Alumínio,Elétrico,4522,4503,-19,-0.42,-19734.730000000003,99.58,A,4696865.74,4677131.010000001
MAT-02917,Máscara Latão,EPI,2675,2664,-11,-0.41,-6.489999999999999,99.59,A,1578.25,1571.76
MAT-00889,Suporte Cobre,Acessórios,736,733,-3,-0.41,-4508.28,99.59,A,1106031.36,1101523.08
MAT-01130,Vedação Plástico,Peças,2920,2908,-12,-0.41,-597.84,99.59,A,145474.4,144876.56
MAT-01128,Etiqueta Inox,Embalagem,4584,4603,19,0.41,33606.82,99.59,A,8108087.52,8141694.34
MAT-01151,Tomada Inox,Elétrico,2928,2940,12,0.41,5025.24,99.59,A,1226158.56,1231183.8
MAT-02496,Junta Alumínio,Peças,2690,2701,11,0.41,583.77,99.59,A,142758.3,143342.07
MAT-00172,Desinfetante Aço,Limpeza,4424,4406,-18,-0.41,-1077.6599999999999,99.59,A,264864.88,263787.22
MAT-02604,Detergente Inox,Limpeza,4338,4320,-18,-0.41,-113.58,99.59,A,27372.78,27259.199999999997
MAT-00921,Capacete Plástico,EPI,3908,3892,-16,-0.41,-159.84,99.59,A,39040.92,38881.08
MAT-02511,LED Plástico,Eletrônico,4180,4163,-17,-0.41,-148.92,99.59,A,36616.799999999996,36467.88
MAT-00749,Filtro Plástico,Pneumático,244,243,-1,-0.41,-1388.24,99.59,A,338730.56,337342.32
MAT-00360,Bucha PVC,Mecânico,4485,4467,-18,-0.4,-1014.84,99.6,A,252864.30000000002,251849.46000000002
MAT-01900,Gancho Plástico,Acessórios,2531,2541,10,0.4,0.0,99.6,A,0.0,0.0
MAT-02951,Pasta Cobre,Escritório,2474,2484,10,0.4,810.1,99.6,A,200418.74000000002,201228.84000000003
MAT-02469,Bota Cobre,EPI,4494,4512,18,0.4,161.1,99.6,A,40221.299999999996,40382.399999999994
MAT-01254,Fluido Alumínio,Lubrificante,3577,3563,-14,-0.39,-1030.12,99.61,A,263195.66,262165.54
MAT-01553,Mangueira Inox,Hidráulico,1267,1262,-5,-0.39,-34.900000000000006,99.61,A,8843.66,8808.76
MAT-01843,Rolamento Alumínio,Peças,3888,3903,15,0.39,952.8000000000001,99.61,A,246965.76,247918.56
MAT-02278,Cilindro Cobre,Pneumático,4652,4670,18,0.39,708.1200000000001,99.61,A,183009.68000000002,183717.80000000002
MAT-00727,Cabo 4mm² Aço,Elétrico,1551,1557,6,0.39,6778.799999999999,99.61,A,1752319.7999999998,1759098.5999999999
MAT-02080,Papelão Aço,Embalagem,4388,4405,17,0.39,1003.8499999999999,99.61,A,259111.4,260115.25
MAT-02790,Rebite Aço,Fixação,2831,2820,-11,-0.39,-583.77,99.61,A,150241.17,149657.4
MAT-02586,Detergente Latão,Limpeza,4192,4208,16,0.38,897.6,99.62,A,235171.2,236068.80000000002
MAT-06001,Porca M8 Cobre,Fixação,783,780,-3,-0.38,-1783.5785362031236,99.62,A,465513.99794901523,463730.4194128121
MAT-01833,Arruela Aço,Fixação,4176,4160,-16,-0.38,-881.92,99.62,A,230181.12,229299.19999999998
MAT-00509,Anel Aço,Peças,3411,3424,13,0.38,144.56,99.62,A,37930.32,38074.88
MAT-00284,Catalisador Latão,Químico,2127,2119,-8,-0.38,-690.4,99.62,A,183560.1,182869.69999999998
MAT-02133,Retentor Inox,Peças,4094,4079,-15,-0.37,-26423.399999999998,99.63,A,7211826.64,7185403.24
MAT-02376,LED Cobre,Eletrônico,1879,1872,-7,-0.37,-58.519999999999996,99.63,A,15708.439999999999,15649.919999999998
MAT-06001,Desinfetante em Latão,Limpeza,1606,1600,-6,-0.37,-50.39825631697408,99.63,A,13489.933274176728,13439.535017859755
MAT-06001,CABO 6MM² PVC,Elétrico,1883,1876,-7,-0.37,-10435.576099136275,99.63,A,2807169.970667658,2796734.394568522
MAT-01924,Tomada Aço,Elétrico,3499,3512,13,0.37,34.19,99.63,A,9202.369999999999,9236.56
MAT-02488,Cilindro Cobre,Pneumático,1905,1898,-7,-0.37,-1.9600000000000002,99.63,A,533.4000000000001,531.44
MAT-00020,Cilindro Plástico,Pneumático,3770,3756,-14,-0.37,-1168.86,99.63,A,314757.3,313588.44
MAT-00047,Vedação Latão,Peças,2188,2196,8,0.37,647.12,99.63,A,176987.32,177634.44
MAT-00500,Anel Alumínio,Peças,1334,1329,-5,-0.37,-1.55,99.63,A,413.54,411.99
MAT-01484,Óculos Alumínio,EPI,4747,4764,17,0.36,1003.51,99.64,A,280215.41000000003,281218.92
MAT-06001,Rebite PVC,Fixação,1645,1651,6,0.36,6.726086947463081,99.64,A,1844.068838096128,1850.7949250435913
MAT-01765,Desinfetante Plástico,Limpeza,1934,1927,-7,-0.36,-46.830000000000005,99.64,A,12938.460000000001,12891.630000000001
MAT-06001,CAPACETE ALUMÍNIO,EPI,1686,1692,6,0.36,35.15625337662848,99.64,A,9878.907198832601,9914.06345220923
MAT-00722,Fita Aço,Embalagem,2764,2754,-10,-0.36,-996.5,99.64,A,275432.60000000003,274436.10000000003
MAT-02152,LED Aço,Eletrônico,552,554,2,0.36,3.24,99.64,A,894.24,897.48
MAT-00277,Catalisador Plástico,Químico,2494,2503,9,0.36,8416.35,99.64,A,2332264.1,2340680.4499999997
MAT-00940,Válvula PVC,Pneumático,2198,2206,8,0.36,262.32,99.64,A,72072.42,72334.74
MAT-00432,Vedação Aço,Peças,3308,3296,-12,-0.36,-94.19999999999999,99.64,A,25967.8,25873.6
MAT-02933,Gancho em Plástico,Acessórios,2468,2459,-9,-0.36,-373.59,99.64,A,102446.68,102073.09
MAT-00082,Clips Inox,Escritório,1970,1977,7,0.36,457.31,99.64,A,128700.09999999999,129157.41
MAT-02248,Rolamento Inox,Peças,274,275,1,0.36,378.96,99.64,A,103835.04,104214.0
MAT-06001,Correia Alumínio,Mecânico,4265,4280,15,0.35,29.800050398736055,99.65,A,8473.147663373951,8502.947713772688
MAT-01998,Fluido Latão,Lubrificante,3444,3432,-12,-0.35,-429.84000000000003,99.65,A,123364.08,122934.24
MAT-02467,Fluido Aço,Lubrificante,4874,4857,-17,-0.35,-0.0,99.65,A,0.0,0.0
MAT-02704,Rolamento Latão,Peças,3989,3975,-14,-0.35,-613.62,99.65,A,174837.87,174224.25
MAT-00604,rolamento Aço,Peças,4955,4938,-17,-0.34,-28517.16,99.66,A,8311913.4,8283396.24
MAT-01362,Parafuso M8 Cobre,Fixação,295,294,-1,-0.34,-1063.63,99.66,A,313770.85000000003,312707.22000000003
MAT-01097,Pasta Inox,Lubrificante,4639,4655,16,0.34,1330.72,99.66,A,385825.63,387156.35000000003
MAT-00606,Etiqueta Aço,Embalagem,892,889,-3,-0.34,-158.73,99.66,A,47195.719999999994,47036.99
MAT-01132,Mangueira Alumínio,Pneumático,3482,3470,-12,-0.34,-235.68,99.66,A,68386.48,68150.8
MAT-02192,Pano Plástico,Limpeza,1188,1192,4,0.34,1024.04,99.66,A,304139.88,305163.92
MAT-00830,Fita Alumínio,Embalagem,1754,1748,-6,-0.34,-200.52,99.66,A,58618.68,58418.16
MAT-02193,Lâmpada PVC,Elétrico,2926,2936,10,0.34,72.4,99.66,A,21184.24,21256.64
MAT-01382,Arruela PVC,Fixação,2083,2076,-7,-0.34,-193.76,99.66,A,57657.44,57463.68
MAT-00431,Filtro Alumínio,Pneumático,584,582,-2,-0.34,-2.14,99.66,A,624.88,622.74
MAT-02245,Eixo Cobre,Mecânico,297,298,1,0.34,1249.25,99.66,A,371027.25,372276.5
MAT-02911,Plástico Plástico,Embalagem,3505,3493,-12,-0.34,-4.4399999999999995,99.66,A,1296.85,1292.41
MAT-00343,Vedação PVC,Peças,1177,1181,4,0.34,4808.36,99.66,A,1414859.93,1419668.2899999998
MAT-00433,Reagente Inox,Químico,3779,3792,13,0.34,0.0,99.66,A,0.0,0.0
MAT-00128,Interruptor Alumínio,Elétrico,4540,4555,15,0.33,4054.2,99.67,A,1227071.2,1231125.4
MAT-06001,engrenagem PVC,Mecânico,1205,1209,4,0.33,0.0,99.67,A,0.0,0.0
MAT-01021,Spray Alumínio,Lubrificante,2117,2124,7,0.33,66.14999999999999,99.67,A,20005.649999999998,20071.8
MAT-01739,Chave Cobre,Ferramentas,2109,2116,7,0.33,0.0,99.67,A,0.0,0.0
MAT-02824,Fluido Plástico,Lubrificante,1494,1489,-5,-0.33,-44.25,99.67,A,13221.9,13177.65
MAT-01292,Conexão Aço,Hidráulico,2696,2687,-9,-0.33,-815.22,99.67,A,244203.68,243388.46
MAT-00267,Resistor Latão,Eletrônico,3622,3634,12,0.33,118.80000000000001,99.67,A,35857.8,35976.6
MAT-00745,"Cabo 2,5mm² Plástico",Elétrico,2446,2438,-8,-0.33,-490.56,99.67,A,149988.72,149498.16
MAT-02027,Etiqueta Plástico,Embalagem,2810,2819,9,0.32,23.22,99.68,A,7249.8,7273.02
MAT-02119,gancho Latão,Acessórios,4433,4447,14,0.32,12092.220000000001,99.68,A,3828915.09,3841007.31
MAT-02945,Interruptor Aço,Elétrico,1577,1572,-5,-0.32,-494.6,99.68,A,155996.84,155502.24
MAT-00094,Pasta PVC,Lubrificante,3804,3816,12,0.32,10676.16,99.68,A,3384342.7199999997,3395018.88
MAT-01881,Prego Alumínio,Fixação,4106,4093,-13,-0.32,-77.61,99.68,A,24512.82,24435.21
MAT-00208,Capacete Inox,EPI,1268,1264,-4,-0.32,-3944.12,99.68,A,1250286.04,1246341.92
MAT-02205,Tomada Plástico,Elétrico,4097,4110,13,0.32,1155.83,99.68,A,364264.26999999996,365420.1
MAT-00966,Base Alumínio,Químico,1866,1872,6,0.32,155.52,99.68,A,48366.72,48522.240000000005
MAT-02456,Eixo Plástico,Mecânico,4666,4681,15,0.32,19949.85,99.68,A,6205733.34,6225683.19
MAT-02070,Anel em Latão,Peças,1272,1276,4,0.31,251.08,99.69,A,79843.44,80094.52
MAT-02024,Filtro Aço,Pneumático,1283,1287,4,0.31,359.12,99.69,A,115187.74,115546.86
MAT-02122,desinfetante Latão,Limpeza,1286,1282,-4,-0.31,-358.52,99.69,A,115264.18,114905.65999999999
MAT-00563,Reagente Plástico,Químico,4622,4636,14,0.3,13558.44,99.7,A,4476222.12,4489780.5600000005
MAT-01637,Alicate Plástico,Ferramentas,1675,1680,5,0.3,77.0,99.7,A,25795.0,25872.0
MAT-02770,Bota Plástico,EPI,657,655,-2,-0.3,-1.36,99.7,A,446.76000000000005,445.40000000000003
MAT-02779,Balde Alumínio,Limpeza,1010,1007,-3,-0.3,-29.97,99.7,A,10089.9,10059.93
MAT-00785,Papelão PVC,Embalagem,2010,2004,-6,-0.3,-11539.619999999999,99.7,A,3865772.7,3854233.08
MAT-01451,Engrenagem Cobre,Mecânico,4056,4068,12,0.3,562.3199999999999,99.7,A,190064.16,190626.48
MAT-02174,Conexão Plástico,Pneumático,3610,3621,11,0.3,1068.1,99.7,A,350531.0,351599.1
MAT-00702,Graxa PVC,Lubrificante,3492,3482,-10,-0.29,-30.0,99.71,A,10476.0,10446.0
MAT-00873,Pasta Alumínio,Escritório,688,686,-2,-0.29,-1.5,99.71,A,516.0,514.5
MAT-02871,Plástico Plástico,Embalagem,346,347,1,0.29,4.43,99.71,A,1532.78,1537.2099999999998
MAT-01205,Gancho PVC,Acessórios,2036,2030,-6,-0.29,-59.099999999999994,99.71,A,20054.6,19995.5
MAT-01906,Fluido Latão,Lubrificante,1740,1735,-5,-0.29,-23.650000000000002,99.71,A,8230.2,8206.550000000001
MAT-01634,Vedação Plástico,Peças,1357,1361,4,0.29,18.2,99.71,A,6174.349999999999,6192.55
MAT-01799,Graxa Alumínio,Lubrificante,2749,2757,8,0.29,41.28,99.71,A,14184.84,14226.12
MAT-00913,Alicate Cobre,Ferramentas,4821,4835,14,0.29,8.4,99.71,A,2892.6,2901.0
MAT-02658,Rebite Aço,Fixação,4521,4508,-13,-0.29,-0.0,99.71,A,0.0,0.0
MAT-01715,Tomada Plástico,Elétrico,362,363,1,0.28,44.1,99.72,A,15964.2,16008.300000000001
MAT-01868,Pano Alumínio,Limpeza,704,702,-2,-0.28,-19.16,99.72,A,6744.32,6725.16
MAT-06001,DETERGENTE COBRE,Limpeza,3246,3237,-9,-0.28,-84.74385415897873,99.72,A,30564.283400004995,30479.539545846015
MAT-02329,Capacete Cobre,EPI,2858,2866,8,0.28,774.24,99.72,A,276597.24,277371.48
MAT-02455,Caixa Cobre,Embalagem,2164,2170,6,0.28,22.5,99.72,A,8115.0,8137.5
MAT-01477,Eixo PVC,Mecânico,1759,1754,-5,-0.28,-217.54999999999998,99.72,A,76534.09,76316.54
MAT-01325,Papelão PVC,Embalagem,2131,2125,-6,-0.28,-58.67999999999999,99.72,A,20841.18,20782.5
MAT-00695,Detergente Cobre,Limpeza,3246,3237,-9,-0.28,-84.87,99.72,A,30609.78,30524.91
MAT-00048,Fita Cobre,Embalagem,357,356,-1,-0.28,-79.8,99.72,A,28488.6,28408.8
MAT-00513,Caneta PVC,Escritório,2528,2521,-7,-0.28,-0.0,99.72,A,0.0,0.0
MAT-00421,Pasta PVC,Escritório,361,360,-1,-0.28,-361.58,99.72,A,130530.37999999999,130168.79999999999
MAT-06001,Clips Latão,Escritório,2246,2252,6,0.27,136.4710298421396,99.73,A,51085.65550424092,51222.12653408306
MAT-01016,Registro Cobre,Hidráulico,374,375,1,0.27,336.91,99.73,A,126004.34000000001,126341.25000000001
MAT-00774,Registro Aço,Hidráulico,2209,2215,6,0.27,37.08,99.73,A,13651.619999999999,13688.699999999999
MAT-01929,Capacitor Aço,Eletrônico,1495,1499,4,0.27,25.92,99.73,A,9687.6,9713.52
MAT-01030,Arruela Plástico,Fixação,1881,1886,5,0.27,445.0,99.73,A,167409.0,167854.0
MAT-01032,Cabo 6mm² Inox,Elétrico,3755,3745,-10,-0.27,-11263.5,99.73,A,4229444.25,4218180.75
MAT-00671,Junta Inox,Peças,1487,1483,-4,-0.27,-29.8,99.73,A,11078.15,11048.35
MAT-00461,Papel Cobre,Escritório,374,373,-1,-0.27,-784.39,99.73,A,293361.86,292577.47
MAT-00932,Registro Latão,Hidráulico,3365,3374,9,0.27,344.61,99.73,A,128845.84999999999,129190.45999999999
MAT-06001,PAPEL AÇO,Escritório,364,363,-1,-0.27,-18.23803661042444,99.73,A,6638.645326194496,6620.407289584072
MAT-00526,chave Cobre,Ferramentas,4462,4474,12,0.27,931.92,99.73,A,346518.92,347450.83999999997
MAT-00943,Vedação PVC,Peças,1880,1875,-5,-0.27,-6284.349999999999,99.73,A,2362915.5999999996,2356631.25
MAT-00857,Capacete PVC,EPI,4261,4250,-11,-0.26,-99.0,99.74,A,38349.0,38250.0
MAT-06001,Catalisador Inox,Químico,3825,3835,10,0.26,203.02173912306165,99.74,A,77655.81521457109,77858.83695369415
MAT-06001,Presilha PVC,Acessórios,1539,1535,-4,-0.26,-3.3832432899321496,99.74,A,1301.7028558013947,1298.3196125114623
MAT-02356,Sensor Alumínio,Eletrônico,2740,2733,-7,-0.26,-8743.699999999999,99.74,A,3422533.9999999995,3413790.3
MAT-02403,Base Aço,Químico,2724,2731,7,0.26,31.150000000000002,99.74,A,12121.800000000001,12152.95
MAT-06001,CANETA PVC,Escritório,408,409,1,0.25,6.59828189298625,99.75,A,2692.09901233839,2698.6972942313764
MAT-02216,Interruptor Latão,Elétrico,1579,1583,4,0.25,36.96,99.75,A,14589.960000000001,14626.92
MAT-00929,Luva GG Latão,EPI,3627,3618,-9,-0.25,-0.0,99.75,A,0.0,0.0
MAT-01968,cilindro Alumínio,Pneumático,1190,1193,3,0.25,1033.35,99.75,A,409895.5,410928.85
MAT-01235,Eixo Cobre,Mecânico,3206,3214,8,0.25,77.52,99.75,A,31066.14,31143.66
MAT-02762,Capacete Alumínio,EPI,4337,4326,-11,-0.25,-645.48,99.75,A,254495.16,253849.68
MAT-01567,Desinfetante PVC,Limpeza,3927,3937,10,0.25,8.299999999999999,99.75,A,3259.41,3267.71
MAT-01212,Conexão Cobre,Hidráulico,3982,3972,-10,-0.25,-0.0,99.75,A,0.0,0.0
MAT-01369,Reagente Inox,Químico,4835,4847,12,0.25,101.52000000000001,99.75,A,40904.100000000006,41005.62
MAT-02230,Pasta Plástico,Lubrificante,1251,1254,3,0.24,249.18,99.76,A,103908.06,104157.24
MAT-00790,Vedação Alumínio,Peças,1274,1277,3,0.24,9.99,99.76,A,4242.42,4252.41
MAT-01647,Rolamento Plástico,Peças,4976,4988,12,0.24,9074.400000000001,99.76,A,3762851.2,3771925.6
MAT-00033,Rebite Aço,Fixação,1253,1256,3,0.24,24.900000000000002,99.76,A,10399.900000000001,10424.800000000001
MAT-01754,Correia Alumínio,Mecânico,2968,2961,-7,-0.24,-13.51,99.76,A,5728.24,5714.73
MAT-01822,Disjuntor Alumínio,Elétrico,2107,2102,-5,-0.24,-18.25,99.76,A,7690.55,7672.3
MAT-06001,FURADEIRA AÇO,Ferramentas,3278,3286,8,0.24,17.221063071420577,99.76,A,7056.330593514582,7073.551656586002
MAT-00182,Conexão Aço,Pneumático,1693,1697,4,0.24,26.04,99.76,A,11021.43,11047.47
MAT-00009,Chave Latão,Ferramentas,4503,4514,11,0.24,11033.439999999999,99.76,A,4516689.12,4527722.56
MAT-00374,Pano Inox,Limpeza,2599,2605,6,0.23,8.459999999999999,99.77,A,3664.5899999999997,3673.0499999999997
MAT-00751,Alicate Plástico,Ferramentas,3041,3034,-7,-0.23,-9459.38,99.77,A,4109424.94,4099965.5599999996
MAT-06001,Chave Plástico,Ferramentas,4865,4876,11,0.23,65.97934957453789,99.77,A,29180.866880011534,29246.846229586074
MAT-02582,caixa PVC,Embalagem,866,864,-2,-0.23,-1.5,99.77,A,649.5,648.0
MAT-01366,Fluido Cobre,Lubrificante,1310,1307,-3,-0.23,-28.349999999999998,99.77,A,12379.499999999998,12351.15
MAT-01655,Capacete Plástico,EPI,2233,2228,-5,-0.22,-10.3,99.78,A,4599.9800000000005,4589.68
MAT-00765,Máscara Inox,EPI,1846,1850,4,0.22,14.72,99.78,A,6793.280000000001,6808.0
MAT-02196,Catalisador Alumínio,Químico,3573,3581,8,0.22,68.48,99.78,A,30584.88,30653.36
MAT-01761,LED PVC,Eletrônico,2754,2748,-6,-0.22,-396.12,99.78,A,181819.08,181422.96
MAT-01111,Abraçadeira Alumínio,Acessórios,3203,3210,7,0.22,11.06,99.78,A,5060.74,5071.8
MAT-00590,Lâmpada Inox,Elétrico,2757,2763,6,0.22,505.32,99.78,A,232194.54,232699.86
MAT-00588,Balde Inox,Limpeza,4960,4971,11,0.22,73.59,99.78,A,33182.4,33255.990000000005
MAT-06001,ÓCULOS PVC,EPI,3704,3712,8,0.22,7140.441171511798,99.78,A,3306024.2624099622,3313164.7035814743
MAT-02755,Fita Inox,Embalagem,4998,4987,-11,-0.22,-486.41999999999996,99.78,A,221011.56,220525.13999999998
MAT-06001,Rolamento Inox,Mecânico,2281,2276,-5,-0.22,-231.63799392919407,99.78,A,105673.25283049834,105441.61483656915
MAT-01287,Engrenagem PVC,Mecânico,891,889,-2,-0.22,-3.98,99.78,A,1773.09,1769.11
MAT-06001,REBITE AÇO,Fixação,2831,2837,6,0.21,328.2200221715978,99.79,A,154865.14712796555,155193.36715013717
MAT-02673,Caixa PVC,Embalagem,4328,4337,9,0.21,0.0,99.79,A,0.0,0.0
MAT-02677,"Tubo 1"" Plástico",Hidráulico,3897,3905,8,0.21,70.48,99.79,A,34332.57,34403.05
MAT-02634,Papelão em Cobre,Embalagem,946,944,-2,-0.21,-3.44,99.79,A,1627.12,1623.68
MAT-00060,Óleo Cobre,Lubrificante,1949,1953,4,0.21,6403.88,99.79,A,3120290.5300000003,3126694.41
MAT-00938,Vassoura Plástico,Limpeza,1416,1419,3,0.21,5285.34,99.79,A,2494680.48,2499965.82
MAT-02241,Gancho Inox,Acessórios,1429,1426,-3,-0.21,-12.24,99.79,A,5830.32,5818.08
MAT-00557,Conexão Alumínio,Pneumático,3777,3785,8,0.21,9413.28,99.79,A,4444244.82,4453658.100000001
MAT-01221,Eixo Alumínio,Mecânico,1925,1929,4,0.21,84.28,99.79,A,40559.75,40644.03
MAT-01986,Luva M Latão,EPI,1442,1445,3,0.21,3661.83,99.79,A,1760119.6199999999,1763781.45
MAT-01071,Óleo PVC,Lubrificante,2336,2341,5,0.21,10.2,99.79,A,4765.4400000000005,4775.64
MAT-02867,Caixa Inox,Embalagem,2853,2859,6,0.21,826.8000000000001,99.79,A,393143.4,393970.2
MAT-00543,Válvula Latão,Hidráulico,1985,1981,-4,-0.2,-340.8,99.8,A,169122.0,168781.2
MAT-01786,Retentor Cobre,Peças,3064,3070,6,0.2,50.88,99.8,A,25982.72,26033.600000000002
MAT-02794,Válvula Cobre,Hidráulico,1531,1528,-3,-0.2,-9.84,99.8,A,5021.679999999999,5011.84
MAT-02653,Módulo PVC,Eletrônico,505,506,1,0.2,5.33,99.8,A,2691.65,2696.98
MAT-00485,Parafuso M12 Alumínio,Fixação,1525,1522,-3,-0.2,-2293.41,99.8,A,1165816.75,1163523.34
MAT-01593,Conexão Alumínio,Pneumático,3039,3045,6,0.2,56.22,99.8,A,28475.429999999997,28531.649999999998
MAT-00362,Rolamento Inox,Mecânico,3976,3968,-8,-0.2,-25.36,99.8,A,12603.92,12578.56
MAT-01123,Furadeira Aço,Ferramentas,1963,1967,4,0.2,336.56,99.8,A,165166.82,165503.38
MAT-01953,Serra Alumínio,Ferramentas,1470,1467,-3,-0.2,-1120.35,99.8,A,548971.5,547851.15
MAT-02950,Tomada PVC,Elétrico,539,540,1,0.19,62.38,99.81,A,33622.82,33685.200000000004
MAT-00263,Base Latão,Químico,4720,4711,-9,-0.19,-62.37,99.81,A,32709.6,32647.23
MAT-01365,Spray Cobre,Lubrificante,537,536,-1,-0.19,-39.73,99.81,A,21335.01,21295.28
MAT-00251,Óleo Alumínio,Lubrificante,3125,3131,6,0.19,15.48,99.81,A,8062.5,8077.9800000000005
MAT-02915,Etiqueta em Latão,Embalagem,4198,4206,8,0.19,63.36,99.81,A,33248.159999999996,33311.52
MAT-00754,Base em Plástico,Químico,3217,3223,6,0.19,31.68,99.81,A,16985.760000000002,17017.440000000002
MAT-00216,Mangueira PVC,Hidráulico,1585,1588,3,0.19,3831.24,99.81,A,2024171.7999999998,2028003.0399999998
MAT-02501,Óculos PVC,EPI,2126,2122,-4,-0.19,-2.8,99.81,A,1488.1999999999998,1485.3999999999999
MAT-01572,Correia Cobre,Mecânico,1056,1058,2,0.19,1916.82,99.81,A,1012080.96,1013997.7799999999
MAT-02441,Mangueira em Aço,Pneumático,3208,3202,-6,-0.19,-426.90000000000003,99.81,A,228249.2,227822.30000000002
MAT-02798,Plástico Plástico,Embalagem,1593,1590,-3,-0.19,-168.72,99.81,A,89590.32,89421.6
MAT-00171,"Cabo 2,5mm² Latão",Elétrico,2800,2795,-5,-0.18,-97.15,99.82,A,54404.0,54306.85
MAT-00298,Válvula PVC,Hidráulico,2820,2815,-5,-0.18,-46.849999999999994,99.82,A,26423.399999999998,26376.55
MAT-00045,Vassoura em Latão,Limpeza,3970,3963,-7,-0.18,-4530.82,99.82,A,2569622.2,2565091.38
MAT-00619,Conexão Cobre,Hidráulico,1627,1624,-3,-0.18,-104.39999999999999,99.82,A,56619.6,56515.2
MAT-00317,Fita Latão,Embalagem,1806,1809,3,0.17,3691.38,99.83,A,2222210.7600000002,2225902.14
MAT-01946,Máscara Cobre,EPI,3433,3439,6,0.17,68.16,99.83,A,38998.88,39067.04
MAT-00312,Chave Aço,Ferramentas,4077,4070,-7,-0.17,-2.03,99.83,A,1182.33,1180.3
MAT-01438,Cilindro PVC,Pneumático,2919,2914,-5,-0.17,-1296.55,99.83,A,756925.89,755629.34
MAT-00964,Plástico Latão,Embalagem,579,578,-1,-0.17,-7.28,99.83,A,4215.12,4207.84
MAT-00634,Módulo Cobre,Eletrônico,1184,1182,-2,-0.17,-559.38,99.83,A,331152.96,330593.58
MAT-02625,Rolamento Alumínio,Peças,4801,4793,-8,-0.17,-14186.72,99.83,A,8513805.34,8499618.62
MAT-00626,Desinfetante Cobre,Limpeza,1158,1156,-2,-0.17,-6.32,99.83,A,3659.28,3652.96
MAT-00703,Caixa Alumínio,Embalagem,4812,4804,-8,-0.17,-25.12,99.83,A,15109.68,15084.560000000001
MAT-01051,Fita Plástico,Embalagem,1270,1272,2,0.16,482.66,99.84,A,306489.10000000003,306971.76
MAT-02835,Fita Aço,Embalagem,622,621,-1,-0.16,-0.13,99.84,A,80.86,80.73
MAT-00505,LED Plástico,Eletrônico,625,624,-1,-0.16,-7.14,99.84,A,4462.5,4455.36
MAT-02611,Rolamento Latão,Peças,3192,3187,-5,-0.16,-53.05,99.84,A,33867.119999999995,33814.07
MAT-02916,Filtro Aço,Pneumático,1908,1905,-3,-0.16,-38.67,99.84,A,24594.120000000003,24555.45
MAT-01043,Rolamento Inox,Peças,624,623,-1,-0.16,-1.81,99.84,A,1129.44,1127.63
MAT-02137,Parafuso M6 em Alumínio,Fixação,1906,1903,-3,-0.16,-24.0,99.84,A,15248.0,15224.0
MAT-02087,Capacitor Inox,Eletrônico,2006,2009,3,0.15,19.259999999999998,99.85,A,12878.52,12897.78
MAT-00467,Pano Alumínio,Limpeza,4701,4708,7,0.15,604.0300000000001,99.85,A,405649.29000000004,406253.32
MAT-00884,Retentor Plástico,Peças,1372,1370,-2,-0.15,-0.0,99.85,A,0.0,0.0
MAT-00104,Alicate Cobre,Ferramentas,1293,1291,-2,-0.15,-2291.34,99.85,A,1481351.31,1479059.9700000002
MAT-02705,Solvente Inox,Químico,2747,2751,4,0.15,5991.6,99.85,A,4114731.3000000003,4120722.9000000004
